rev_id,worker_id,aggression,aggression_score,MV Truth,DS Truth
37675,1362,1.0,-1.0,0,0
37675,2408,0.0,1.0,0,1
37675,1493,0.0,0.0,0,1
37675,1439,0.0,0.0,0,1
37675,170,0.0,0.0,0,1
37675,176,0.0,0.0,0,1
37675,481,0.0,0.0,0,1
37675,487,0.0,0.0,0,1
37675,578,0.0,0.0,0,1
37675,1127,0.0,0.0,0,1
44816,1158,0.0,0.0,0,1
44816,1968,0.0,0.0,0,1
44816,2333,0.0,0.0,0,1
44816,2336,0.0,0.0,0,1
44816,2573,0.0,0.0,0,1
44816,2273,0.0,0.0,0,1
44816,3237,0.0,1.0,0,1
44816,3453,0.0,0.0,0,1
44816,903,0.0,0.0,0,1
49851,447,0.0,0.0,0,1
49851,2413,0.0,0.0,0,1
49851,2817,0.0,0.0,0,1
49851,2989,0.0,1.0,0,1
49851,3926,0.0,0.0,0,1
49851,3608,0.0,0.0,0,1
49851,3305,0.0,0.0,0,1
49851,3297,0.0,0.0,0,1
49851,3260,0.0,0.0,0,1
49851,412,0.0,0.0,0,1
89320,3307,0.0,0.0,0,1
89320,4000,0.0,2.0,0,1
89320,3262,0.0,0.0,0,1
89320,3376,0.0,0.0,0,1
89320,3341,1.0,-2.0,0,0
89320,3340,0.0,0.0,0,1
89320,3338,1.0,-2.0,0,0
89320,2101,1.0,-1.0,0,0
89320,673,1.0,-1.0,0,0
93890,1369,0.0,0.0,0,1
93890,1152,0.0,0.0,0,1
93890,776,0.0,0.0,0,1
93890,405,0.0,3.0,0,1
93890,312,0.0,0.0,0,1
93890,192,0.0,0.0,0,1
93890,159,0.0,0.0,0,1
93890,2228,0.0,0.0,0,1
93890,1417,0.0,0.0,0,1
102817,65,0.0,0.0,0,1
102817,1314,0.0,0.0,0,1
102817,1110,0.0,0.0,0,1
102817,600,0.0,0.0,0,1
102817,588,0.0,0.0,0,1
102817,263,0.0,0.0,0,1
102817,203,0.0,0.0,0,1
102817,102,0.0,1.0,0,1
102817,1672,0.0,3.0,0,1
102817,68,0.0,0.0,0,1
103624,1960,0.0,0.0,0,1
103624,1939,0.0,0.0,0,1
103624,2407,0.0,0.0,0,1
103624,1440,0.0,0.0,0,1
103624,1823,0.0,0.0,0,1
103624,1175,0.0,0.0,0,1
103624,950,0.0,0.0,0,1
103624,805,0.0,0.0,0,1
103624,732,0.0,0.0,0,1
103624,597,0.0,1.0,0,1
111032,1307,0.0,0.0,0,1
111032,1233,0.0,1.0,0,1
111032,1010,0.0,0.0,0,1
111032,974,0.0,0.0,0,1
111032,968,0.0,0.0,0,1
111032,428,0.0,0.0,0,1
111032,378,0.0,0.0,0,1
111032,151,0.0,0.0,0,1
111032,2387,1.0,-2.0,0,0
111032,2391,1.0,-1.0,0,0
120283,1399,0.0,1.0,0,1
120283,126,0.0,0.0,0,1
120283,558,0.0,2.0,0,1
120283,612,0.0,2.0,0,1
120283,957,0.0,0.0,0,1
120283,2036,0.0,0.0,0,1
120283,1959,0.0,0.0,0,1
120283,2320,0.0,0.0,0,1
120283,1302,0.0,0.0,0,1
128532,2978,0.0,1.0,0,1
128532,2981,1.0,-1.0,0,0
128532,3927,0.0,2.0,0,1
128532,3762,0.0,2.0,0,1
128532,3334,0.0,2.0,0,1
128532,3333,0.0,2.0,0,1
128532,4046,0.0,0.0,0,1
128532,2979,0.0,1.0,0,1
128532,2095,0.0,0.0,0,1
128532,2671,0.0,0.0,0,1
133562,3709,0.0,0.0,0,1
133562,3710,0.0,0.0,0,1
133562,706,0.0,0.0,0,1
133562,2398,0.0,0.0,0,1
133562,331,0.0,0.0,0,1
133562,3213,0.0,0.0,0,1
133562,3373,0.0,0.0,0,1
133562,3381,0.0,0.0,0,1
133562,3387,0.0,0.0,0,1
133562,2579,0.0,0.0,0,1
138117,127,0.0,0.0,0,1
138117,13,0.0,0.0,0,1
138117,15,0.0,0.0,0,1
138117,29,0.0,0.0,0,1
138117,44,0.0,0.0,0,1
138117,50,0.0,0.0,0,1
138117,134,0.0,0.0,0,1
138117,484,0.0,0.0,0,1
138117,204,0.0,0.0,0,1
138117,285,0.0,0.0,0,1
138117,404,0.0,0.0,0,1
138117,498,0.0,0.0,0,1
138117,567,0.0,0.0,0,1
138117,610,0.0,0.0,0,1
138117,1227,0.0,0.0,0,1
138117,1585,0.0,0.0,0,1
138117,165,0.0,0.0,0,1
138117,878,0.0,0.0,0,1
138117,1602,0.0,0.0,0,1
155243,699,0.0,0.0,0,1
155243,144,0.0,0.0,0,1
155243,214,1.0,-1.0,0,0
155243,240,0.0,0.0,0,1
155243,297,0.0,0.0,0,1
155243,449,1.0,-1.0,0,0
155243,202,0.0,0.0,0,1
155243,1236,0.0,0.0,0,1
155243,719,0.0,0.0,0,1
177310,255,0.0,0.0,0,1
177310,1289,0.0,1.0,0,1
177310,688,0.0,0.0,0,1
177310,612,0.0,0.0,0,1
177310,487,0.0,0.0,0,1
177310,446,0.0,0.0,0,1
177310,390,0.0,1.0,0,1
177310,367,0.0,0.0,0,1
177310,264,0.0,0.0,0,1
177310,204,0.0,0.0,0,1
192579,3113,0.0,1.0,0,1
192579,2860,0.0,0.0,0,1
192579,2070,0.0,0.0,0,1
192579,167,0.0,0.0,0,1
192579,745,0.0,0.0,0,1
192579,2073,0.0,3.0,0,1
192579,2074,0.0,0.0,0,1
192579,2071,0.0,0.0,0,1
201190,639,0.0,1.0,0,1
201190,853,0.0,0.0,0,1
201190,616,0.0,0.0,0,1
201190,904,0.0,0.0,0,1
201190,1770,0.0,0.0,0,1
201190,1016,0.0,1.0,0,1
201190,1043,0.0,0.0,0,1
201190,1075,0.0,0.0,0,1
201190,1391,0.0,0.0,0,1
201190,1400,0.0,0.0,0,1
201190,2800,0.0,0.0,0,1
201190,371,0.0,0.0,0,1
201190,1995,0.0,0.0,0,1
201190,1929,0.0,0.0,0,1
201190,915,0.0,0.0,0,1
201190,238,0.0,0.0,0,1
201190,1211,0.0,0.0,0,1
208009,309,0.0,0.0,0,1
208009,1314,0.0,0.0,0,1
208009,1110,0.0,0.0,0,1
208009,960,0.0,0.0,0,1
208009,419,0.0,0.0,0,1
208009,380,0.0,0.0,0,1
208009,358,0.0,0.0,0,1
208009,343,0.0,0.0,0,1
208009,269,0.0,0.0,0,1
208009,65,0.0,0.0,0,1
249432,3593,1.0,-1.0,0,0
249432,2145,1.0,-1.0,0,0
249432,1893,0.0,1.0,0,1
249432,1765,0.0,0.0,0,1
249432,1811,0.0,0.0,0,1
249432,1479,0.0,0.0,0,1
249432,1090,1.0,-1.0,0,0
249432,91,0.0,0.0,0,1
249432,1493,0.0,0.0,0,1
252031,2440,0.0,0.0,0,1
252031,2853,0.0,0.0,0,1
252031,3112,0.0,0.0,0,1
252031,2584,0.0,0.0,0,1
252031,1750,0.0,1.0,0,1
252031,3109,0.0,1.0,0,1
252031,1152,0.0,0.0,0,1
252031,461,0.0,0.0,0,1
252031,353,0.0,0.0,0,1
252031,1162,0.0,0.0,0,1
268558,3106,0.0,0.0,0,1
268558,3214,0.0,0.0,0,1
268558,3148,0.0,0.0,0,1
268558,3107,0.0,1.0,0,1
268558,2458,0.0,0.0,0,1
268558,1898,0.0,0.0,0,1
268558,844,0.0,0.0,0,1
268558,1889,0.0,0.0,0,1
268558,1313,0.0,0.0,0,1
268558,2455,0.0,0.0,0,1
276906,908,0.0,0.0,0,1
276906,1305,0.0,1.0,0,1
276906,2290,0.0,0.0,0,1
276906,1720,0.0,0.0,0,1
276906,519,0.0,0.0,0,1
276906,1616,0.0,0.0,0,1
276906,2599,0.0,1.0,0,1
276906,1411,0.0,0.0,0,1
276906,1343,0.0,0.0,0,1
276906,2604,0.0,0.0,0,1
286174,208,0.0,0.0,0,1
286174,472,0.0,0.0,0,1
286174,513,0.0,0.0,0,1
286174,1577,0.0,0.0,0,1
286174,1780,0.0,0.0,0,1
286174,2190,0.0,0.0,0,1
286174,2438,0.0,0.0,0,1
286174,2605,0.0,0.0,0,1
286174,431,0.0,0.0,0,1
290598,1040,0.0,0.0,0,1
290598,979,1.0,-1.0,0,0
290598,1005,0.0,0.0,0,1
290598,1082,1.0,-1.0,0,0
290598,960,0.0,0.0,0,1
290598,2206,1.0,-1.0,0,0
290598,2437,0.0,1.0,0,1
290598,2627,0.0,0.0,0,1
290598,62,0.0,0.0,0,1
290598,1611,0.0,0.0,0,1
290598,949,0.0,0.0,0,1
290598,59,0.0,0.0,0,1
290598,138,0.0,0.0,0,1
290598,268,0.0,0.0,0,1
290598,401,0.0,0.0,0,1
290598,17,0.0,0.0,0,1
290598,125,0.0,0.0,0,1
290598,151,0.0,1.0,0,1
294124,180,0.0,0.0,0,1
294124,2184,0.0,0.0,0,1
294124,2266,0.0,0.0,0,1
294124,2360,0.0,0.0,0,1
294124,2558,0.0,0.0,0,1
294124,2654,0.0,0.0,0,1
294124,2672,0.0,0.0,0,1
294124,3036,0.0,0.0,0,1
294124,1992,0.0,1.0,0,1
294124,2027,0.0,0.0,0,1
297866,2592,0.0,0.0,0,1
297866,650,0.0,0.0,0,1
297866,1502,0.0,0.0,0,1
297866,2825,0.0,0.0,0,1
297866,359,0.0,0.0,0,1
297866,253,0.0,0.0,0,1
297866,2500,0.0,1.0,0,1
297866,3097,0.0,0.0,0,1
297866,1503,0.0,0.0,0,1
317177,1103,0.0,0.0,0,1
317177,1225,0.0,0.0,0,1
317177,2037,0.0,0.0,0,1
317177,2038,0.0,0.0,0,1
317177,3685,0.0,1.0,0,1
317177,3205,0.0,0.0,0,1
317177,412,0.0,0.0,0,1
317177,2039,0.0,0.0,0,1
317177,2041,0.0,0.0,0,1
336654,735,0.0,0.0,0,1
336654,300,0.0,0.0,0,1
336654,3811,0.0,0.0,0,1
336654,3810,0.0,0.0,0,1
336654,3807,1.0,-1.0,0,0
336654,3320,0.0,0.0,0,1
336654,2513,0.0,0.0,0,1
336654,2242,0.0,0.0,0,1
336654,1863,0.0,0.0,0,1
336654,1693,0.0,0.0,0,1
336654,1645,0.0,0.0,0,1
336654,1517,0.0,0.0,0,1
336654,3049,0.0,0.0,0,1
336654,208,0.0,0.0,0,1
336654,161,0.0,0.0,0,1
336654,788,0.0,0.0,0,1
336654,809,0.0,0.0,0,1
336654,1183,0.0,0.0,0,1
336654,745,0.0,0.0,0,1
344567,3088,0.0,0.0,0,1
344567,2686,0.0,0.0,0,1
344567,958,0.0,0.0,0,1
344567,1153,0.0,0.0,0,1
344567,1220,0.0,0.0,0,1
344567,1281,0.0,0.0,0,1
344567,1646,0.0,0.0,0,1
344567,1669,0.0,0.0,0,1
344567,2299,0.0,0.0,0,1
344567,3450,1.0,-1.0,0,0
344567,314,0.0,0.0,0,1
344567,84,0.0,0.0,0,1
344567,54,0.0,0.0,0,1
344567,571,0.0,0.0,0,1
344567,1141,0.0,0.0,0,1
344567,312,0.0,0.0,0,1
356383,2236,0.0,0.0,0,1
356383,1705,0.0,0.0,0,1
356383,1627,0.0,0.0,0,1
356383,1310,0.0,0.0,0,1
356383,1093,0.0,0.0,0,1
356383,1244,0.0,0.0,0,1
356383,45,0.0,0.0,0,1
356383,1037,0.0,0.0,0,1
356383,59,0.0,0.0,0,1
356383,3320,0.0,0.0,0,1
356383,3467,0.0,0.0,0,1
356383,47,0.0,0.0,0,1
356383,382,0.0,0.0,0,1
356383,100,0.0,0.0,0,1
356383,25,0.0,0.0,0,1
356383,2730,0.0,0.0,0,1
356383,3017,0.0,0.0,0,1
356383,3377,0.0,0.0,0,1
358984,2364,0.0,0.0,0,1
358984,2582,0.0,0.0,0,1
358984,2583,0.0,0.0,0,1
358984,2636,0.0,0.0,0,1
358984,1305,0.0,0.0,0,1
358984,744,0.0,0.0,0,1
358984,675,0.0,0.0,0,1
358984,1501,0.0,0.0,0,1
358984,2328,0.0,1.0,0,1
360594,843,0.0,0.0,0,1
360594,69,0.0,0.0,0,1
360594,101,0.0,0.0,0,1
360594,2149,0.0,0.0,0,1
360594,1946,0.0,0.0,0,1
360594,159,0.0,0.0,0,1
360594,467,0.0,0.0,0,1
360594,517,0.0,0.0,0,1
360594,806,0.0,0.0,0,1
360594,2699,0.0,0.0,0,1
375422,1349,0.0,0.0,0,1
375422,1609,0.0,0.0,0,1
375422,11,0.0,0.0,0,1
375422,1025,0.0,0.0,0,1
375422,672,0.0,0.0,0,1
375422,174,0.0,1.0,0,1
375422,269,1.0,-1.0,0,0
375422,460,0.0,0.0,0,1
375422,616,1.0,-1.0,0,0
375422,1301,0.0,0.0,0,1
376205,1376,0.0,0.0,0,1
376205,2010,0.0,0.0,0,1
376205,1671,0.0,0.0,0,1
376205,904,0.0,0.0,0,1
376205,724,0.0,0.0,0,1
376205,352,0.0,0.0,0,1
376205,523,0.0,0.0,0,1
376205,1455,0.0,0.0,0,1
376205,3384,0.0,0.0,0,1
376205,700,0.0,0.0,0,1
377054,411,0.0,0.0,0,1
377054,2539,0.0,0.0,0,1
377054,401,0.0,0.0,0,1
377054,2252,0.0,0.0,0,1
377054,1909,0.0,0.0,0,1
377054,1569,0.0,0.0,0,1
377054,2255,0.0,0.0,0,1
377054,285,0.0,0.0,0,1
377054,276,0.0,0.0,0,1
377054,608,0.0,0.0,0,1
386473,1020,0.0,1.0,0,1
386473,26,0.0,0.0,0,1
386473,98,0.0,0.0,0,1
386473,147,0.0,0.0,0,1
386473,262,0.0,0.0,0,1
386473,312,0.0,0.0,0,1
386473,328,0.0,3.0,0,1
386473,126,0.0,2.0,0,1
386473,375,0.0,0.0,0,1
386473,872,0.0,0.0,0,1
386473,365,0.0,1.0,0,1
386473,728,0.0,2.0,0,1
386473,518,0.0,0.0,0,1
386473,435,0.0,0.0,0,1
386473,1065,0.0,1.0,0,1
386473,389,0.0,2.0,0,1
386473,2742,0.0,0.0,0,1
386473,1111,0.0,0.0,0,1
386473,404,0.0,1.0,0,1
386473,2581,0.0,0.0,0,1
388807,650,0.0,0.0,0,1
388807,1408,0.0,0.0,0,1
388807,1502,0.0,0.0,0,1
388807,823,0.0,0.0,0,1
388807,2707,0.0,0.0,0,1
388807,2742,0.0,0.0,0,1
388807,3391,0.0,0.0,0,1
388807,2685,0.0,0.0,0,1
388807,2611,1.0,-1.0,0,0
398923,575,0.0,0.0,0,1
398923,493,0.0,0.0,0,1
398923,1295,0.0,0.0,0,1
398923,1444,0.0,0.0,0,1
398923,1484,0.0,0.0,0,1
398923,1622,0.0,0.0,0,1
398923,2681,0.0,0.0,0,1
398923,1977,0.0,0.0,0,1
398923,3856,0.0,0.0,0,1
398923,3134,0.0,0.0,0,1
421948,3562,0.0,0.0,0,1
421948,2041,0.0,0.0,0,1
421948,2101,0.0,0.0,0,1
421948,2460,0.0,0.0,0,1
421948,1131,0.0,0.0,0,1
421948,3307,0.0,0.0,0,1
421948,3337,0.0,0.0,0,1
421948,3338,0.0,0.0,0,1
421948,3262,0.0,0.0,0,1
421948,3340,0.0,0.0,0,1
460946,115,0.0,0.0,0,1
460946,2674,0.0,0.0,0,1
460946,1739,0.0,0.0,0,1
460946,1492,0.0,1.0,0,1
460946,1201,0.0,2.0,0,1
460946,573,0.0,0.0,0,1
460946,337,0.0,0.0,0,1
460946,2968,0.0,1.0,0,1
460946,81,0.0,0.0,0,1
462765,688,0.0,0.0,0,1
462765,3,0.0,0.0,0,1
462765,66,0.0,0.0,0,1
462765,727,0.0,0.0,0,1
462765,102,0.0,0.0,0,1
462765,111,0.0,0.0,0,1
462765,132,0.0,0.0,0,1
462765,1301,0.0,0.0,0,1
462765,1001,0.0,0.0,0,1
462765,99,0.0,0.0,0,1
462765,168,0.0,0.0,0,1
462765,462,0.0,0.0,0,1
462765,455,0.0,1.0,0,1
462765,395,0.0,0.0,0,1
462765,361,0.0,0.0,0,1
462765,350,0.0,0.0,0,1
462765,323,0.0,0.0,0,1
462765,140,0.0,0.0,0,1
462765,475,0.0,0.0,0,1
537948,19,0.0,0.0,0,1
537948,20,0.0,0.0,0,1
537948,15,0.0,0.0,0,1
537948,22,0.0,0.0,0,1
537948,23,0.0,0.0,0,1
537948,24,0.0,1.0,0,1
537948,25,0.0,0.0,0,1
537948,31,0.0,0.0,0,1
537948,30,0.0,0.0,0,1
537948,0,0.0,0.0,0,1
537948,21,0.0,0.0,0,1
537948,32,0.0,0.0,0,1
537948,16,0.0,0.0,0,1
537948,11,0.0,0.0,0,1
537948,12,0.0,1.0,0,1
537948,5,0.0,0.0,0,1
537948,9,0.0,0.0,0,1
537948,10,0.0,0.0,0,1
537948,17,0.0,0.0,0,1
546902,61,0.0,0.0,0,1
546902,70,0.0,0.0,0,1
546902,131,0.0,0.0,0,1
546902,871,0.0,0.0,0,1
546902,1037,0.0,0.0,0,1
546902,1065,0.0,0.0,0,1
546902,1102,0.0,0.0,0,1
546902,2851,0.0,0.0,0,1
546902,2896,0.0,0.0,0,1
546902,2996,0.0,0.0,0,1
546902,3127,0.0,0.0,0,1
546902,2806,0.0,0.0,0,1
546902,1790,0.0,0.0,0,1
546902,1614,0.0,1.0,0,1
546902,1515,0.0,0.0,0,1
546902,1110,0.0,0.0,0,1
546902,2967,0.0,0.0,0,1
546902,25,0.0,0.0,0,1
546902,45,0.0,0.0,0,1
554005,614,1.0,-1.0,0,0
554005,657,0.0,0.0,0,1
554005,732,0.0,0.0,0,1
554005,1011,0.0,0.0,0,1
554005,12,1.0,-1.0,0,0
554005,594,0.0,0.0,0,1
554005,67,0.0,0.0,0,1
554005,281,0.0,0.0,0,1
554005,2134,0.0,0.0,0,1
554005,2137,0.0,0.0,0,1
554005,306,1.0,-1.0,0,0
554005,1383,0.0,2.0,0,1
554005,1239,0.0,0.0,0,1
554005,579,0.0,0.0,0,1
554005,426,1.0,-1.0,0,0
554005,1606,0.0,0.0,0,1
554005,486,0.0,0.0,0,1
554005,513,0.0,0.0,0,1
554005,383,0.0,0.0,0,1
569192,1491,0.0,0.0,0,1
569192,3205,0.0,0.0,0,1
569192,3562,0.0,0.0,0,1
569192,3592,0.0,0.0,0,1
569192,3784,1.0,-3.0,0,0
569192,3785,1.0,-1.0,0,0
569192,2460,0.0,0.0,0,1
569192,2038,0.0,0.0,0,1
569192,1286,0.0,0.0,0,1
569192,89,0.0,0.0,0,1
569192,32,0.0,0.0,0,1
569192,121,0.0,0.0,0,1
569192,123,1.0,-1.0,0,0
569192,1211,0.0,0.0,0,1
569192,212,0.0,0.0,0,1
569192,668,0.0,0.0,0,1
569192,910,0.0,0.0,0,1
569192,931,0.0,0.0,0,1
569192,933,0.0,0.0,0,1
583986,1693,0.0,1.0,0,1
583986,161,0.0,1.0,0,1
583986,208,0.0,2.0,0,1
583986,300,0.0,0.0,0,1
583986,735,0.0,2.0,0,1
583986,3811,0.0,3.0,0,1
583986,3807,0.0,2.0,0,1
583986,1863,0.0,1.0,0,1
583986,3320,0.0,3.0,0,1
583986,745,0.0,1.0,0,1
583986,788,0.0,1.0,0,1
583986,809,0.0,1.0,0,1
583986,1183,0.0,0.0,0,1
583986,1517,0.0,1.0,0,1
583986,1645,0.0,0.0,0,1
583986,3049,0.0,0.0,0,1
583986,2513,0.0,0.0,0,1
583986,3810,0.0,3.0,0,1
583986,2242,0.0,0.0,0,1
586452,1299,0.0,0.0,0,1
586452,2085,0.0,0.0,0,1
586452,3236,0.0,0.0,0,1
586452,3235,0.0,0.0,0,1
586452,1310,0.0,0.0,0,1
586452,1803,0.0,0.0,0,1
586452,3017,0.0,0.0,0,1
586452,2466,0.0,0.0,0,1
586452,2084,1.0,-1.0,0,0
593977,318,0.0,1.0,0,1
593977,257,0.0,0.0,0,1
593977,75,0.0,0.0,0,1
593977,50,0.0,0.0,0,1
593977,2891,0.0,0.0,0,1
593977,1995,0.0,0.0,0,1
593977,2167,0.0,0.0,0,1
593977,2338,0.0,0.0,0,1
593977,2800,0.0,0.0,0,1
593977,1870,0.0,2.0,0,1
600918,1475,0.0,1.0,0,1
600918,2409,0.0,1.0,0,1
600918,2406,0.0,3.0,0,1
600918,7,0.0,1.0,0,1
600918,657,0.0,3.0,0,1
600918,1532,0.0,1.0,0,1
600918,130,0.0,3.0,0,1
600918,336,0.0,0.0,0,1
600918,228,0.0,0.0,0,1
600918,437,0.0,0.0,0,1
600918,117,0.0,0.0,0,1
600918,12,0.0,1.0,0,1
600918,383,0.0,1.0,0,1
600918,426,0.0,0.0,0,1
600918,59,0.0,0.0,0,1
600918,495,0.0,0.0,0,1
600918,520,0.0,1.0,0,1
600918,559,0.0,0.0,0,1
600918,579,0.0,0.0,0,1
600918,405,0.0,3.0,0,1
622095,357,1.0,-1.0,0,0
622095,787,0.0,0.0,0,1
622095,353,1.0,-1.0,0,0
622095,181,0.0,0.0,0,1
622095,960,0.0,0.0,0,1
622095,1078,0.0,0.0,0,1
622095,757,0.0,0.0,0,1
622095,380,1.0,-2.0,0,0
622095,1123,1.0,-1.0,0,0
622095,1584,0.0,0.0,0,1
622095,143,0.0,0.0,0,1
622095,30,0.0,0.0,0,1
622095,13,0.0,0.0,0,1
622095,5,0.0,0.0,0,1
622095,152,0.0,0.0,0,1
622095,399,1.0,-1.0,0,0
622095,419,0.0,0.0,0,1
622095,740,1.0,-2.0,0,0
622095,407,0.0,0.0,0,1
622095,445,1.0,-2.0,0,0
633526,953,0.0,0.0,0,1
633526,962,0.0,0.0,0,1
633526,1233,0.0,1.0,0,1
633526,956,0.0,0.0,0,1
633526,599,0.0,0.0,0,1
633526,959,1.0,-1.0,0,0
633526,3783,0.0,0.0,0,1
633526,27,0.0,0.0,0,1
633526,343,0.0,0.0,0,1
661509,1557,0.0,0.0,0,1
661509,492,0.0,0.0,0,1
661509,383,0.0,0.0,0,1
661509,2525,0.0,0.0,0,1
661509,80,0.0,2.0,0,1
661509,1547,0.0,0.0,0,1
661509,1133,0.0,0.0,0,1
661509,46,1.0,-1.0,0,0
661509,171,0.0,0.0,0,1
680470,119,0.0,0.0,0,1
680470,115,0.0,0.0,0,1
680470,3,0.0,0.0,0,1
680470,200,0.0,0.0,0,1
680470,671,1.0,-1.0,0,0
680470,1918,0.0,0.0,0,1
680470,849,0.0,0.0,0,1
680470,651,0.0,0.0,0,1
680470,450,0.0,0.0,0,1
680470,381,0.0,0.0,0,1
680470,245,0.0,0.0,0,1
680470,1919,1.0,-2.0,0,0
680470,1059,0.0,0.0,0,1
680470,1068,0.0,1.0,0,1
680470,1126,0.0,0.0,0,1
680470,1150,0.0,0.0,0,1
680470,1747,0.0,0.0,0,1
680470,1770,0.0,0.0,0,1
680470,879,0.0,0.0,0,1
694840,578,0.0,0.0,1,1
694840,324,1.0,-1.0,1,0
694840,410,1.0,-1.0,1,0
694840,227,1.0,-1.0,1,0
694840,1921,1.0,-1.0,1,0
694840,2390,1.0,-1.0,1,0
694840,128,1.0,-1.0,1,0
694840,129,0.0,0.0,1,1
694840,2129,0.0,0.0,1,1
694840,2817,1.0,-1.0,1,0
694840,3010,1.0,-1.0,1,0
694840,3920,1.0,-2.0,1,0
694840,2950,1.0,-1.0,1,0
694840,1834,0.0,2.0,1,1
694840,1738,0.0,0.0,1,1
694840,256,0.0,0.0,1,1
694840,855,0.0,0.0,1,1
694840,2383,0.0,0.0,1,1
694840,2190,0.0,0.0,1,1
700512,109,0.0,0.0,0,1
700512,2739,0.0,0.0,0,1
700512,2107,1.0,-1.0,0,0
700512,1733,0.0,0.0,0,1
700512,1714,0.0,1.0,0,1
700512,1698,0.0,0.0,0,1
700512,1097,0.0,0.0,0,1
700512,1018,0.0,0.0,0,1
700512,101,0.0,0.0,0,1
700512,929,0.0,0.0,0,1
700512,907,0.0,0.0,0,1
700512,518,0.0,0.0,0,1
700512,398,0.0,0.0,0,1
700512,375,0.0,0.0,0,1
700512,91,0.0,0.0,0,1
700512,127,0.0,0.0,0,1
700512,1049,1.0,-1.0,0,0
700512,647,0.0,0.0,0,1
700512,790,0.0,0.0,0,1
707010,1686,0.0,0.0,0,1
707010,1814,0.0,0.0,0,1
707010,2592,0.0,0.0,0,1
707010,2632,0.0,1.0,0,1
707010,3491,0.0,1.0,0,1
